time_vao,time_dong,chieu,nguon,gia_vao,sl_goc,R_pip,mfe_pip,mae_pip,mfe_R,mae_R,cham10,phut10,phut_ve_entry_10,cham20,phut20,phut_ve_entry_20,cham30,phut30,phut_ve_entry_30,cham50,phut50,phut_ve_entry_50,cham80,phut80,phut_ve_entry_80,cham100,phut100,phut_ve_entry_100,cham150,phut150,phut_ve_entry_150,cham200,phut200,phut_ve_entry_200,cham300,phut300,phut_ve_entry_300,ket_cuc,lai_usd,phut_giu
2025.01.02 13:54,2025.01.02 14:31,SELL,LienKe,2645.371,2649.482,41.1,48.5,38.6,1.18,0.94,1,4,19,1,5,19,1,7,19,0,,,0,,,0,,,0,,,0,,,0,,,SL,-41.11,36
2025.01.02 13:00,2025.01.02 14:31,SELL,LienKe,2643.336,2649.482,61.5,71.3,58.9,1.16,0.96,1,0,5,1,1,5,1,13,50,1,17,50,0,,,0,,,0,,,0,,,0,,,SL,-61.46,91
2025.01.03 06:30,2025.01.03 07:22,BUY,LienKe,2657.230,2652.909,43.2,30.2,35.4,0.70,0.82,1,2,5,1,10,35,1,25,35,0,,,0,,,0,,,0,,,0,,,0,,,SL,-43.21,52
2025.01.03 06:00,2025.01.03 07:22,BUY,LienKe,2658.698,2652.909,57.9,15.5,50.1,0.27,0.86,1,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-57.89,82
2025.01.03 09:00,2025.01.03 13:38,BUY,LienKe,2653.135,2646.890,62.5,61.2,51.4,0.98,0.82,1,1,11,1,4,11,1,65,96,1,123,258,0,,,0,,,0,,,0,,,0,,,SL,-62.45,278
2025.01.06 04:37,2025.01.06 05:47,BUY,Swing,2636.454,2631.992,44.6,8.5,43.3,0.19,0.97,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-44.62,69
2025.01.06 04:30,2025.01.06 05:47,BUY,Swing,2638.048,2631.992,60.6,5.5,59.2,0.09,0.98,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-60.56,77
2025.01.07 11:41,2025.01.07 12:07,SELL,LienKe,2645.917,2649.946,40.3,0.0,33.4,0.00,0.83,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-40.29,26
2025.01.07 11:15,2025.01.07 12:07,SELL,LienKe,2644.879,2649.946,50.7,27.3,43.8,0.54,0.86,1,1,10,1,6,10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-50.67,52
2025.01.07 12:40,2025.01.07 13:03,SELL,LienKe,2649.857,2654.366,45.1,10.0,37.9,0.22,0.84,1,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.09,23
2025.01.07 12:40,2025.01.07 13:03,SELL,Swing,2649.857,2654.366,45.1,10.0,37.9,0.22,0.84,1,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.09,23
2025.01.07 12:15,2025.01.07 13:03,SELL,LienKe,2648.239,2654.366,61.3,7.2,54.1,0.12,0.88,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-61.27,48
2025.01.07 12:15,2025.01.07 13:03,SELL,Swing,2648.239,2654.366,61.3,7.2,54.1,0.12,0.88,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-61.27,48
2025.01.09 12:53,2025.01.09 13:35,SELL,LienKe,2673.700,2677.573,38.7,15.5,33.9,0.40,0.88,1,19,20,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-38.73,41
2025.01.09 12:45,2025.01.09 13:35,SELL,LienKe,2672.847,2677.573,47.3,13.9,42.4,0.29,0.90,1,4,7,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-47.26,50
2025.01.08 02:01,2025.01.09 13:37,BUY,LienKe,2647.622,2644.083,35.4,298.5,24.2,8.44,0.68,1,42,72,1,50,72,1,226,572,1,267,572,1,660,-,1,670,-,1,722,-,1,759,-,0,,,TP,283.95,2136
2025.01.08 02:00,2025.01.10 08:10,BUY,LienKe,2648.939,2644.083,48.6,299.7,37.4,6.17,0.77,1,52,57,1,252,568,1,257,568,1,310,568,1,663,-,1,681,-,1,723,-,1,888,-,0,,,TP,278.60,3250
2025.01.10 08:21,2025.01.10 09:25,SELL,LienKe,2677.846,2681.966,41.2,14.4,33.5,0.35,0.81,1,31,36,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-41.20,64
2025.01.10 08:15,2025.01.10 09:25,SELL,LienKe,2676.753,2681.966,52.1,3.4,44.4,0.07,0.85,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-52.13,70
2025.01.10 13:04,2025.01.10 13:30,BUY,LienKe,2675.841,2671.747,40.9,51.1,7.2,1.25,0.18,1,1,-,1,2,-,1,6,-,1,16,-,0,,,0,,,0,,,0,,,0,,,SL,-40.94,26
2025.01.10 12:45,2025.01.10 13:30,BUY,LienKe,2677.742,2671.747,60.0,32.1,26.3,0.54,0.44,1,1,15,1,5,15,1,35,40,0,,,0,,,0,,,0,,,0,,,0,,,SL,-59.95,45
2025.01.15 05:06,2025.01.15 06:00,SELL,LienKe,2676.206,2679.716,35.1,15.3,33.4,0.44,0.95,1,6,27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-35.10,54
2025.01.15 04:30,2025.01.15 06:00,SELL,LienKe,2675.386,2679.716,43.3,10.4,41.6,0.24,0.96,1,12,19,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-43.30,90
2025.01.13 17:00,2025.01.15 13:30,BUY,LienKe,2661.209,2657.625,35.8,278.6,44.4,7.77,1.24,1,9,21,1,15,21,1,363,1238,1,390,1238,1,410,1238,1,480,1238,1,1598,-,1,2231,-,0,,,TP,289.30,2670
2025.01.15 13:48,2025.01.15 23:02,SELL,LienKe,2690.117,2696.435,63.2,133.2,75.8,2.11,1.20,1,1,2,1,4,5,1,31,36,1,46,190,1,46,190,1,48,190,0,,,0,,,0,,,SL,-63.18,553
2025.01.15 13:45,2025.01.15 23:02,SELL,LienKe,2686.834,2696.435,96.0,100.3,108.7,1.05,1.13,1,48,180,1,49,180,1,49,180,1,50,180,1,51,180,1,79,180,0,,,0,,,0,,,SL,-96.01,557
2025.01.13 16:30,2025.01.15 23:02,BUY,LienKe,2667.069,2657.625,94.4,304.7,103.0,3.23,1.09,1,435,451,1,440,451,1,493,1029,1,510,1029,1,752,1029,1,1730,-,1,2261,-,1,2472,-,1,3161,-,TP,289.30,3272
2025.01.17 08:00,2025.01.17 09:42,BUY,LienKe,2710.737,2705.585,51.5,22.5,51.0,0.44,0.99,1,44,64,1,46,64,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-51.52,102
2025.01.17 15:47,2025.01.21 01:55,SELL,LienKe,2713.686,2717.949,42.6,241.7,37.3,5.67,0.88,1,81,3785,1,81,3785,1,155,3785,1,162,3785,1,192,3785,1,247,3785,1,3334,3785,1,3336,3785,0,,,SL,-42.63,4928
2025.01.17 15:15,2025.01.21 01:55,SELL,LienKe,2712.440,2717.949,55.1,229.3,49.8,4.16,0.90,1,1,8,1,3,8,1,190,3817,1,212,3817,1,278,3817,1,285,3817,1,3367,3817,1,3372,3817,0,,,SL,-55.09,4960
2025.01.22 23:05,2025.01.23 01:47,BUY,LienKe,2755.346,2751.802,35.4,13.1,25.9,0.37,0.73,1,42,44,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-51.49,162
2025.01.22 20:45,2025.01.23 01:47,BUY,LienKe,2756.138,2751.802,43.4,9.9,33.9,0.23,0.78,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-59.41,302
2025.01.24 11:45,2025.01.24 13:20,SELL,LienKe,2776.658,2783.193,65.4,10.4,62.5,0.16,0.96,1,12,13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-65.35,95
2025.01.24 08:33,2025.01.26 23:05,BUY,LienKe,2770.829,2767.117,37.1,151.8,9.4,4.09,0.25,1,6,499,1,11,499,1,14,499,1,44,499,1,181,499,1,275,499,1,423,499,0,,,0,,,SL,-42.47,3751
2025.01.24 08:30,2025.01.26 23:05,BUY,LienKe,2772.196,2767.117,50.8,138.2,23.0,2.72,0.45,1,17,66,1,17,66,1,18,66,1,60,66,1,273,500,1,283,500,0,,,0,,,0,,,SL,-56.14,3755
2025.01.27 16:42,2025.01.27 16:51,BUY,LienKe,2739.671,2735.162,45.1,7.0,37.9,0.15,0.84,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-45.09,9
2025.01.27 16:30,2025.01.27 16:51,BUY,LienKe,2741.253,2735.162,60.9,19.2,53.8,0.32,0.88,1,6,9,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-60.91,21
2025.01.28 10:01,2025.01.28 13:31,SELL,LienKe,2744.541,2748.151,36.1,34.6,34.0,0.96,0.94,1,17,27,1,47,86,1,49,86,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.10,210
2025.01.28 10:00,2025.01.28 13:31,SELL,LienKe,2743.429,2748.151,47.2,23.5,45.1,0.50,0.95,1,49,58,1,50,58,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-47.22,211
2025.01.29 04:56,2025.01.29 07:07,BUY,LienKe,2762.547,2758.457,40.9,5.1,39.7,0.12,0.97,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-40.90,131
2025.01.29 04:30,2025.01.29 07:07,BUY,LienKe,2763.738,2758.457,52.8,6.2,51.6,0.12,0.98,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-52.81,157
2025.01.29 11:01,2025.01.29 13:17,BUY,LienKe,2757.632,2754.008,36.2,21.5,20.9,0.59,0.58,1,4,6,1,20,63,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-36.24,136
2025.01.29 11:00,2025.01.29 13:17,BUY,LienKe,2758.376,2754.008,43.7,14.1,28.3,0.32,0.65,1,22,30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,SL,-43.68,137
2025.01.30 18:24,2025.01.31 12:01,SELL,LienKe,2796.947,2801.505,45.6,60.9,42.8,1.34,0.94,1,4,143,1,5,143,1,7,143,1,59,143,0,,,0,,,0,,,0,,,0,,,SL,-45.58,1057
2025.01.30 16:15,2025.01.31 12:01,SELL,LienKe,2793.940,2801.505,75.7,49.8,72.8,0.66,0.96,1,1,2,1,9,18,1,13,18,0,,,0,,,0,,,0,,,0,,,0,,,SL,-75.65,1186
